field_1,osmid,color,y,x,street_cou,lon,lat,highway,ref,geometry
"18642","5001251311",#0d0887,"3970234.524900897","464866.6140701071","3","128.6107925","35.8757242",,,POINT (464866.6140701071 3970234.524900897)
"18644","4636991475",#0d0887,"3970180.8174106926","464942.5532599126","3","128.6116361","35.8752427",,,POINT (464942.5532599126 3970180.8174106926)
"18648","4636808968",#0d0887,"3970255.173883046","464873.03327514895","3","128.6108627","35.8759106",,,POINT (464873.03327514895 3970255.173883046)
"18649","4636777183",#0d0887,"3970461.700829189","464799.8079964279","4","128.6100424","35.87777",,,POINT (464799.8079964279 3970461.700829189)
"18650","4636809013",#0d0887,"3970492.791488776","464641.3667374997","3","128.6082858","35.8780446",,,POINT (464641.3667374997 3970492.791488776)
"18651","4636851455",#0d0887,"3970669.7844155394","464554.1924640863","4","128.6073122","35.8796372",,,POINT (464554.1924640863 3970669.7844155394)
"18652","5001251435",#0d0887,"3970431.1670971215","464841.25503318285","3","128.6105029","35.8774962",,,POINT (464841.25503318285 3970431.1670971215)
"18654","5001251459",#0d0887,"3970486.191964071","464818.99744096526","3","128.6102539","35.8779915",,,POINT (464818.99744096526 3970486.191964071)
"18655","4636809942",#0d0887,"3970402.2074927846","464754.9867307186","3","128.6095485","35.877232",,,POINT (464754.9867307186 3970402.2074927846)
"18656","4636907775",#0d0887,"3970438.453920214","464835.7596123098","3","128.6104417","35.8775617",,,POINT (464835.7596123098 3970438.453920214)
"18657","5303789646",#0d0887,"3970234.703108532","464530.906215387","3","128.6070736","35.8757137",,,POINT (464530.906215387 3970234.703108532)
"18666","5001251423",#0d0887,"3970241.778252429","464891.8194795399","3","128.6110714","35.8757905",,,POINT (464891.8194795399 3970241.778252429)
"18667","5001251424",#0d0887,"3970273.449611836","464915.6234238407","3","128.6113337","35.8760769",,,POINT (464915.6234238407 3970273.4496118356)
"18668","4864256147",#0d0887,"3970461.20593643","464585.29168565513","3","128.607666","35.8777578",,,POINT (464585.29168565513 3970461.20593643)
"18669","4636809937",#0d0887,"3970447.69950797","464662.0110669831","3","128.6085165","35.8776388",,,POINT (464662.01106698305 3970447.69950797)
"18678","4636843218",#0d0887,"3970188.0060856463","464800.0884408046","4","128.6100576","35.8753024",,,POINT (464800.0884408046 3970188.0060856463)
"18679","5001251244",#0d0887,"3970177.8794269534","464794.55954466434","3","128.6099968","35.8752109",,,POINT (464794.55954466434 3970177.8794269543)
"18680","5001240378",#0d0887,"3970238.1979454826","464749.3487682752","3","128.6094933","35.8757531",,,POINT (464749.34876827523 3970238.1979454826)
"18681","5001240382",#0d0887,"3970268.61724913","464661.76337194856","3","128.6085217","35.8760242",,,POINT (464661.76337194856 3970268.6172491303)
"18692","4636851026",#0d0887,"3970674.073018671","464494.4442646863","3","128.6066501","35.8796737",,,POINT (464494.4442646863 3970674.073018671)
"18693","4636851456",#0d0887,"3970604.3662621416","464419.2691023997","4","128.6058204","35.8790425",,,POINT (464419.26910239964 3970604.3662621416)
"18694","4636851029",#0d0887,"3970830.225550518","464468.06533336994","3","128.6063509","35.8810806",,,POINT (464468.06533336994 3970830.225550518)
"18695","4636851862",#0d0887,"3971172.291284593","464233.83351991215","4","128.6037406","35.8841561",,,POINT (464233.83351991215 3971172.2912845933)
"18696","4636851869",#0d0887,"3971068.9962821854","464370.8393754131","3","128.6052631","35.8832298",,,POINT (464370.8393754131 3971068.9962821854)
"18697","4864256187",#0d0887,"3971172.003603549","464206.31164654","4","128.6034357","35.8841525",,,POINT (464206.31164654 3971172.003603549)
"18738","4636875436",#0d0887,"3970316.189051018","464925.7952550223","3","128.6114445","35.8764626",,,POINT (464925.7952550223 3970316.189051018)
"18740","4636912845",#0d0887,"3970381.790064003","464943.8390465796","1","128.6116415","35.8770547",,,POINT (464943.8390465796 3970381.790064003)
"18743","4636875433",#0d0887,"3970276.404719648","464953.5036323476","3","128.6117532","35.8761049",,,POINT (464953.5036323476 3970276.404719648)
"18756","4636893548",#0d0887,"3970118.290805825","465176.0734263829","3","128.6142257","35.8746873",,,POINT (465176.07342638285 3970118.2908058246)
"18761","5001251439",#0d0887,"3970303.688930381","464825.4734408529","3","128.6103337","35.8763463",,,POINT (464825.4734408529 3970303.688930381)
"18762","5001240373",#0d0887,"3970205.263048264","464794.8764025729","3","128.6099991","35.8754578",,,POINT (464794.87640257285 3970205.263048264)
"19249","5624690052",#0d0887,"3971515.2859819657","463558.8489199685","3","128.5962468","35.8872236",,,POINT (463558.8489199685 3971515.2859819657)
"19250","4639022308",#0d0887,"3971619.674840578","463546.544884729","3","128.5961057","35.8881643",,,POINT (463546.544884729 3971619.674840578)
"19251","5624690046",#0d0887,"3971600.681555812","463647.1031053125","3","128.5972207","35.8879968",,,POINT (463647.1031053125 3971600.6815558122)
"19252","4639022321",#0d0887,"3971680.2674085977","463460.8712445188","3","128.5951537","35.8887074",,,POINT (463460.8712445188 3971680.2674085977)
"19253","4639022312",#0d0887,"3971804.5330609274","463304.170646857","3","128.5934118","35.8898219",,,POINT (463304.170646857 3971804.5330609265)
"19254","4639022313",#0d0887,"3971857.042094006","463317.0969345868","3","128.5935526","35.8902958",,,POINT (463317.09693458676 3971857.042094006)
"19255","4639022333",#0d0887,"3971721.57994015","463285.3952894813","3","128.5932076","35.8890733",,,POINT (463285.3952894813 3971721.57994015)
"19256","4639022339",#0d0887,"3971906.6296079615","463341.7710302655","3","128.5938237","35.8907438",,,POINT (463341.7710302655 3971906.6296079615)
"19257","4639022345",#0d0887,"3971860.030452498","463185.5092155083","3","128.5920945","35.8903178",,,POINT (463185.5092155083 3971860.0304524982)
"19258","5624690045",#0d0887,"3971689.8981608064","463661.4514555906","3","128.5973756","35.8888017",,,POINT (463661.4514555906 3971689.8981608064)
"19259","4639022350",#0d0887,"3971693.217626655","463467.36015482416","3","128.595225","35.8888244",,,POINT (463467.36015482416 3971693.217626655)
"19260","4639022322",#0d0887,"3971775.501444658","463508.586615216","3","128.595678","35.8895678",,,POINT (463508.586615216 3971775.5014446583)
"19261","4639022323",#0d0887,"3971741.0891889255","463491.3498224997","3","128.5954886","35.8892569",,,POINT (463491.34982249973 3971741.0891889255)
"19262","4639022327",#0d0887,"3971722.936706983","463482.2581279237","3","128.5953887","35.8890929",,,POINT (463482.25812792365 3971722.9367069826)
"19263","4639022332",#0d0887,"3971750.394515223","463478.0666054509","3","128.595341","35.8893403",,,POINT (463478.0666054509 3971750.394515223)
"19264","4639022331",#0d0887,"3971712.1459303554","463500.7069134209","3","128.5955936","35.8889963",,,POINT (463500.7069134209 3971712.1459303554)
"19265","4639022328",#0d0887,"3971673.194730064","463567.23620335903","3","128.5963325","35.8886476",,,POINT (463567.23620335903 3971673.1947300644)
"19266","5624690053",#0d0887,"3971645.3995312136","463251.6651755346","3","128.5928374","35.8883852",,,POINT (463251.6651755346 3971645.3995312136)
"19267","5170779137",#0d0887,"3971854.9520526985","463179.8290563125","3","128.5920318","35.8902718",,,POINT (463179.82905631245 3971854.9520526985)
"19268","5524601816",#0d0887,"3971964.55065462","463125.9900595216","3","128.5914302","35.8912579",,,POINT (463125.99005952163 3971964.55065462)
"19439","5527438726",#0d0887,"3971677.47343101","464333.2409879929","3","128.6048193","35.8887144",,,POINT (464333.24098799285 3971677.47343101)
"19440","7966916987",#0d0887,"3971678.550641119","464332.9113954564","4","128.6048156","35.8887241",,,POINT (464332.91139545635 3971678.550641119)
"19953","5537592329",#0d0887,"3970719.213229533","464223.132757695","3","128.6036424","35.8800708",,,POINT (464223.132757695 3970719.2132295324)
"20023","5540029791",#0d0887,"3971897.034717467","464018.0501904531","3","128.6013172","35.8906824",,,POINT (464018.0501904531 3971897.034717467)
"20026","4655013484",#0d0887,"3971864.472431408","463987.5557882572","4","128.6009808","35.8903877",,,POINT (463987.5557882572 3971864.472431408)
"20027","5586151422",#0d0887,"3971843.5211557983","463971.1070928103","3","128.6007995","35.8901982",,,POINT (463971.10709281027 3971843.5211557983)
"20028","5540029782",#0d0887,"3971857.743747771","463994.7576976962","4","128.6010609","35.8903273",,,POINT (463994.7576976962 3971857.743747771)
"20029","5586151421",#0d0887,"3971832.265258295","463938.0459447509","4","128.6004337","35.8900955",crossing,,POINT (463938.0459447509 3971832.265258295)
"20030","4655013486",#0d0887,"3971769.179309488","464092.3683609237","3","128.6021464","35.8895324",,,POINT (464092.3683609237 3971769.179309488)
"20031","5537552027",#0d0887,"3971821.765705113","464157.4575689404","3","128.6028652","35.8900089",,,POINT (464157.45756894036 3971821.7657051133)
"20032","5540029761",#0d0887,"3971801.756097672","464064.89196766657","3","128.6018405","35.8898251",,,POINT (464064.89196766657 3971801.7560976716)
"20034","4655013492",#0d0887,"3971688.36817716","464086.4976758853","3","128.602085","35.8888036",,,POINT (464086.49767588533 3971688.36817716)
"20035","4655013496",#0d0887,"3971756.3453420014","464158.0852697305","3","128.6028751","35.8894191",,,POINT (464158.0852697305 3971756.3453420023)
"20036","5537552026",#0d0887,"3971664.380644644","464093.8281182867","1","128.6021673","35.8885876",,,POINT (464093.8281182867 3971664.3806446437)
"20037","5528058820",#0d0887,"3971780.171164691","464187.82189020026","3","128.6032035","35.889635",,,POINT (464187.82189020026 3971780.1711646914)
"20038","5537552009",#0d0887,"3971669.88372476","464123.4004455813","4","128.6024947","35.8886383",,,POINT (464123.40044558124 3971669.8837247603)
"20039","4655013497",#0d0887,"3971819.9241500143","464236.7930769517","3","128.6037443","35.8899952",,,POINT (464236.79307695164 3971819.9241500143)
"20040","5537552028",#0d0887,"3971781.69513769","464189.4616963154","3","128.6032216","35.8896488",,,POINT (464189.46169631544 3971781.69513769)
"20043","5537551992",#0d0887,"3971823.939844509","464160.1379442981","3","128.6028948","35.8900286",,,POINT (464160.1379442981 3971823.939844509)
"20152","4655177276",#0d0887,"3970508.7471924014","463968.0480146569","4","128.600826","35.8781639",,,POINT (463968.0480146569 3970508.7471924014)
"20153","4655177255",#0d0887,"3970571.404105312","463864.73079167376","3","128.5996786","35.878725",,,POINT (463864.73079167376 3970571.404105312)
"20154","4655177256",#0d0887,"3970568.501969985","463877.3383253004","3","128.5998184","35.8786993",,,POINT (463877.33832530037 3970568.501969985)
"20155","4655177277",#0d0887,"3970545.1493111337","463973.5314805413","4","128.6008851","35.8784923",,,POINT (463973.5314805413 3970545.1493111337)
"20156","4655177259",#0d0887,"3970722.802892356","463859.39320478856","3","128.5996126","35.8800898",,,POINT (463859.39320478856 3970722.802892356)
"20157","4655177260",#0d0887,"3970752.718239882","463845.4794027718","1","128.5994571","35.880359",,,POINT (463845.4794027718 3970752.718239882)
"20158","4655177261",#0d0887,"3970696.223907296","463995.9656298938","3","128.6011268","35.8798552",,,POINT (463995.9656298938 3970696.223907296)
"20159","4655177280",#0d0887,"3970654.148797332","463991.7590317538","3","128.6010821","35.8794757",,,POINT (463991.75903175387 3970654.148797332)
"20160","4655177286",#0d0887,"3970746.0820825226","464003.6701515652","3","128.6012099","35.880305",,,POINT (464003.67015156517 3970746.0820825226)
"20162","4655177270",#0d0887,"3970418.1382827456","464192.087170335","3","128.603312","35.8773552",,,POINT (464192.087170335 3970418.1382827456)
"20163","4655177272",#0d0887,"3970407.1938358378","464207.78571883694","3","128.6034864","35.8772571",,,POINT (464207.78571883694 3970407.1938358378)
"20164","8257688109",#0d0887,"3970437.733222209","464124.7357797724","3","128.602565","35.8775294",,,POINT (464124.7357797724 3970437.7332222085)
"20165","8253678735",#0d0887,"3970425.311424562","464198.3087338191","3","128.6033806","35.8774201",,,POINT (464198.30873381905 3970425.3114245622)
"20166","8257688107",#0d0887,"3970453.83573946","464073.5105164188","4","128.6019968","35.8776727",,,POINT (464073.5105164188 3970453.83573946)
"20167","4655182105",#0d0887,"3970535.745323252","464016.63214917487","4","128.601363","35.8784091",,,POINT (464016.63214917487 3970535.7453232515)
"20168","4655182090",#0d0887,"3970761.574860208","463952.5527245145","3","128.6006429","35.8804428",,,POINT (463952.55272451445 3970761.5748602077)
"20169","4655177288",#0d0887,"3970782.704078391","463903.7422474823","1","128.6001012","35.8806315",,,POINT (463903.7422474823 3970782.7040783907)
"20170","4655182089",#0d0887,"3970783.326686598","463933.2164624664","3","128.6004277","35.8806382",,,POINT (463933.2164624664 3970783.326686598)
"20174","4655182095",#0d0887,"3970809.715283768","463878.52433487424","1","128.5998206","35.8808741",,,POINT (463878.52433487424 3970809.715283768)
"20175","4655182092",#0d0887,"3970759.384661471","463907.69075636094","1","128.600146","35.8804214",,,POINT (463907.69075636094 3970759.3846614705)
"20176","4655182135",#0d0887,"3970742.364017498","464058.68104401097","3","128.6018195","35.8802735",,,POINT (464058.68104401097 3970742.364017498)
"20177","8257688114",#0d0887,"3970599.5188390417","464128.9771038413","3","128.6026047","35.8789882",,,POINT (464128.9771038413 3970599.5188390417)
"20178","4655182140",#0d0887,"3970899.062765398","464031.9782750348","4","128.6015166","35.8816853",,,POINT (464031.9782750348 3970899.062765398)
"21028","4676210911",#0d0887,"3965861.032009112","464335.02667876607","3","128.6050993","35.8362738",,,POINT (464335.02667876607 3965861.032009112)
"21307","4684292421",#0d0887,"3971653.561066393","464127.85591140896","3","128.6025448","35.8884913",,,POINT (464127.85591140896 3971653.5610663933)
"21308","5551821931",#0d0887,"3971632.391380531","464110.50371222815","3","128.6023535","35.8882998",,,POINT (464110.50371222815 3971632.391380531)
"21309","5527437606",#0d0887,"3971743.280946343","464204.17083963816","3","128.6033863","35.889303",,,POINT (464204.17083963816 3971743.2809463427)
"21710","4864255606",#0d0887,"3971642.747454769","464234.2335076234","4","128.6037239","35.8883977",,,POINT (464234.23350762343 3971642.7474547685)
"21711","5102781027",#0d0887,"3971649.144815732","464251.25475121866","3","128.6039122","35.888456",,,POINT (464251.25475121866 3971649.1448157323)
"21712","5527437605",#0d0887,"3971630.0625064033","464197.76348427305","3","128.6033204","35.888282",,,POINT (464197.76348427305 3971630.0625064033)
"21713","5537592373",#0d0887,"3971598.5301575903","464246.780475324","3","128.6038649","35.8879995",,,POINT (464246.78047532396 3971598.5301575903)
"21714","5551821932",#0d0887,"3971762.424744096","464242.4987555743","3","128.6038101","35.889477",,,POINT (464242.4987555743 3971762.4247440957)
"21715","4864256072",#0d0887,"3969567.190107717","465429.64665808895","3","128.6170586","35.8697276",,,POINT (465429.64665808895 3969567.190107717)
"21719","4864256109",#0d0887,"3971454.877627894","464336.01451076847","3","128.60486","35.8867076",,,POINT (464336.01451076847 3971454.877627894)
"21721","4864256108",#0d0887,"3971524.5485696057","464274.4424998953","3","128.6041747","35.8873335",,,POINT (464274.4424998953 3971524.5485696057)
"21722","5102780957",#0d0887,"3971528.674827125","464293.5667783316","3","128.6043864","35.8873714",,,POINT (464293.5667783316 3971528.6748271254)
"21723","5527437609",#0d0887,"3971586.27969562","464250.8555774265","3","128.6039106","35.8878892",,,POINT (464250.8555774265 3971586.2796956203)
"21724","4864256122",#0d0887,"3971478.6901963446","464199.324361215","3","128.6033445","35.8869173",,,POINT (464199.324361215 3971478.6901963446)
"21725","5537488458",#0d0887,"3971477.4353758655","464322.8918928548","3","128.6047136","35.8869105",,,POINT (464322.8918928548 3971477.4353758655)
"21726","5537488469",#0d0887,"3971428.629832547","464304.4080856884","3","128.604511","35.8864698",,,POINT (464304.4080856884 3971428.629832547)
"21727","5537488472",#0d0887,"3971355.910356431","464299.7904170325","3","128.6044631","35.885814",,,POINT (464299.7904170325 3971355.910356431)
"21728","4864256118",#0d0887,"3971392.1502756807","464260.4667379576","3","128.6040258","35.8861393",,,POINT (464260.46673795755 3971392.1502756807)
"21729","5537488457",#0d0887,"3971413.7295654737","464245.2281909283","3","128.603856","35.8863333",,,POINT (464245.2281909283 3971413.7295654737)
"21730","5537488463",#0d0887,"3971462.238684756","464210.9460674624","3","128.603474","35.8867694",,,POINT (464210.9460674624 3971462.238684756)
"21731","4864256123",#0d0887,"3971473.5032449","464168.31762263767","4","128.6030012","35.8868694",,,POINT (464168.31762263767 3971473.5032448997)
"21732","5527437610",#0d0887,"3971550.08370842","464150.8028046928","3","128.6028037","35.8875592",,,POINT (464150.80280469276 3971550.08370842)
"21733","5537488476",#0d0887,"3971424.841476647","464185.5128520933","1","128.6031939","35.8864313",,,POINT (464185.5128520933 3971424.8414766467)
"21742","4864256186",#0d0887,"3971087.466472176","464205.724974005","3","128.603433","35.8833903",,,POINT (464205.724974005 3971087.4664721764)
"21743","4864256192",#0d0887,"3971171.707189122","464178.230113684","3","128.6031246","35.8841488",,,POINT (464178.230113684 3971171.7071891227)
"21744","4864256191",#0d0887,"3971244.536075927","464229.6765429549","3","128.6036913","35.8848073",,,POINT (464229.6765429549 3971244.536075927)
"21745","4864256193",#0d0887,"3971285.6771641327","464174.3513400647","3","128.6030765","35.8851762",,,POINT (464174.3513400647 3971285.6771641327)
"21746","5537592337",#0d0887,"3971169.342248404","464118.7833405109","4","128.6024661","35.8841253",,,POINT (464118.7833405109 3971169.342248404)
"22071","5001240389",#0d0887,"3970346.323661641","464534.7218843554","3","128.6071109","35.8767202",,,POINT (464534.7218843554 3970346.323661641)
"22072","8237550269",#0d0887,"3970136.963129974","464919.856223037","3","128.6113866","35.8748465",,,POINT (464919.856223037 3970136.963129974)
"22073","5001240408",#0d0887,"3970175.49115936","464798.2421230145","3","128.6100377","35.8751895",,,POINT (464798.2421230145 3970175.4911593604)
"22074","5001251223",#0d0887,"3970094.704393903","464928.27315336687","3","128.6114817","35.8744658",,,POINT (464928.27315336687 3970094.704393903)
"22075","5001240415",#0d0887,"3970071.088510043","464965.1098158742","3","128.6118908","35.8742542",,,POINT (464965.1098158742 3970071.088510043)
"22076","5537592347",#0d0887,"3970656.8766080514","464234.6598190264","3","128.6037729","35.8795092",,,POINT (464234.6598190264 3970656.8766080514)
"22081","5001251308",#0d0887,"3970248.906472892","464806.39753353153","3","128.6101248","35.8758517",,,POINT (464806.39753353153 3970248.906472892)
"22082","5001251309",#0d0887,"3970234.704397703","464796.51942352287","3","128.610016","35.8757233",,,POINT (464796.51942352287 3970234.704397703)
"22083","5001251310",#0d0887,"3970259.16583952","464761.9891692607","3","128.6096324","35.8759426",,,POINT (464761.98916926066 3970259.1658395203)
"22084","5001251315",#0d0887,"3970224.7372298464","464859.50688632415","3","128.6107142","35.8756357",,,POINT (464859.50688632415 3970224.7372298464)
"22085","5001251316",#0d0887,"3970201.313203661","464842.4967867668","3","128.6105268","35.8754239",,,POINT (464842.4967867668 3970201.3132036612)
"22086","5001251319",#0d0887,"3970214.542453438","464873.864535653","3","128.6108737","35.8755443",,,POINT (464873.86453565303 3970214.542453438)
"22087","5001251318",#0d0887,"3970190.919547265","464856.6550664887","3","128.6106841","35.8753307",,,POINT (464856.6550664887 3970190.9195472645)
"22088","5001251317",#0d0887,"3970180.47013406","464870.8944017737","3","128.6108423","35.875237",,,POINT (464870.8944017737 3970180.47013406)
"22089","5001251425",#0d0887,"3970244.462062956","464922.5854166822","3","128.6114121","35.8758158",,,POINT (464922.5854166822 3970244.4620629563)
"22090","5001251429",#0d0887,"3970199.639273529","464937.067316248","1","128.6115745","35.8754122",,,POINT (464937.06731624797 3970199.6392735285)
"22091","5001251431",#0d0887,"3970333.224616343","464783.99478838645","3","128.6098729","35.8766111",,,POINT (464783.99478838645 3970333.224616343)
"22092","5001251432",#0d0887,"3970311.452025322","464814.5816968263","3","128.6102127","35.8764159",,,POINT (464814.58169682627 3970311.452025322)
"22093","5001251437",#0d0887,"3970360.311406254","464803.11366064666","3","128.6100835","35.876856",,,POINT (464803.11366064666 3970360.311406254)
"22094","5001251434",#0d0887,"3970376.497199013","464802.284546711","3","128.6100736","35.8770019",,,POINT (464802.284546711 3970376.497199013)
"22095","5001251440",#0d0887,"3970385.201476452","464808.4846612015","3","128.6101419","35.8770806",,,POINT (464808.4846612015 3970385.201476452)
"22096","5001251463",#0d0887,"3970423.122817672","464797.47863454506","1","128.6100183","35.8774221",,,POINT (464797.47863454506 3970423.1228176714)
"22097","5001251442",#0d0887,"3970416.2359759454","464830.616013869","3","128.6103857","35.8773612",,,POINT (464830.616013869 3970416.2359759463)
"22358","5527438724",#0d0887,"3971710.309783217","464329.1497795846","3","128.6047725","35.8890103",,,POINT (464329.1497795846 3971710.3097832166)
"22507","5537488465",#0d0887,"3971517.847792771","464299.470948605","3","128.6044523","35.887274",,,POINT (464299.470948605 3971517.847792771)
"22535","8961943634",#0d0887,"3971650.524841997","464255.57460549055","4","128.60396","35.8884686",,,POINT (464255.57460549055 3971650.5248419973)
"22581","5103640818",#0d0887,"3972452.0150742186","463266.36995035","1","128.5929631","35.8956581",,,POINT (463266.36995034997 3972452.0150742186)
"22582","5103640819",#0d0887,"3972415.787353626","463421.7990260375","3","128.594687","35.8953373",,,POINT (463421.79902603745 3972415.787353626)
"22583","5538022586",#0d0887,"3972278.9397022687","463384.4183724096","3","128.5942791","35.8941021",,,POINT (463384.4183724096 3972278.9397022687)
"22704","5524601815",#0d0887,"3972066.19037226","463076.37901144","3","128.5908758","35.8921724",,,POINT (463076.37901144 3972066.19037226)
"22705","5303789830",#0d0887,"3972404.9335531807","463079.9360491701","3","128.5908995","35.8952266",,,POINT (463079.9360491701 3972404.9335531807)
"22706","7580082328",#0d0887,"3972475.598234166","462963.4506042312","3","128.5896055","35.8958593",,,POINT (462963.4506042312 3972475.598234166)
"22707","5170779141",#0d0887,"3972606.789836262","462939.5266021858","3","128.5893343","35.8970412",,,POINT (462939.5266021858 3972606.789836262)
"22708","5303789826",#0d0887,"3972636.484257293","463076.4652981076","3","128.5908503","35.8973141",,,POINT (463076.4652981076 3972636.484257293)
"22709","8251053924",#0d0887,"3972615.668719978","462930.2684895595","3","128.5892313","35.8971209",,,POINT (462930.2684895595 3972615.668719978)
"22710","8251053925",#0d0887,"3972594.14104787","462932.6597899816","3","128.5892588","35.8969269",,,POINT (462932.65978998155 3972594.14104787)
"22711","5170779142",#0d0887,"3972675.790323373","462923.7166536485","3","128.5891559","35.8976627",,,POINT (462923.71665364853 3972675.790323373)
"22712","7580082326",#0d0887,"3972768.424547747","462913.7549989309","3","128.5890412","35.8984975",,,POINT (462913.75499893085 3972768.424547747)
"22713","7580082325",#0d0887,"3972904.699463881","463137.63664747286","3","128.5915157","35.8997346",,,POINT (463137.63664747286 3972904.699463881)
"23180","5303766482",#0d0887,"3965753.209934469","464349.3583846134","1","128.6052628","35.8353022",,,POINT (464349.3583846134 3965753.2099344684)
"23181","5303766500",#0d0887,"3965619.818467932","464386.6275327879","1","128.6056814","35.8341009",,,POINT (464386.62753278785 3965619.818467932)
"23182","5303789644",#0d0887,"3970052.985452608","464773.28055405937","3","128.6097666","35.8740841",,,POINT (464773.28055405937 3970052.985452608)
"23183","6196560302",#0d0887,"3970033.4013494393","464369.0049865432","3","128.6052891","35.8738929",,,POINT (464369.0049865432 3970033.4013494393)
"23184","6196560304",#0d0887,"3970101.775607524","464684.791796435","3","128.6087842","35.8745208",,,POINT (464684.791796435 3970101.775607524)
"23185","5303789641",#0d0887,"3970095.299737196","464692.7188789357","3","128.6088723","35.8744627",,,POINT (464692.71887893573 3970095.2997371955)
"23186","5303789662",#0d0887,"3971427.7342233","463892.1743592576","4","128.5999438","35.8864466",,,POINT (463892.1743592576 3971427.7342232997)
"23187","5624690063",#0d0887,"3971439.15756956","463911.3740191074","3","128.600156","35.8865503",,,POINT (463911.3740191074 3971439.1575695598)
"23188","5624690060",#0d0887,"3971476.758786608","463740.7319300352","3","128.5982637","35.886883",,,POINT (463740.7319300352 3971476.7587866075)
"23189","5537626652",#0d0887,"3971439.036557927","463848.8242142002","3","128.599463","35.8865469",,,POINT (463848.8242142002 3971439.036557927)
"23193","7580082318",#0d0887,"3973021.877596521","463112.1185812464","1","128.5912275","35.9007901",,,POINT (463112.1185812464 3973021.877596521)
"23196","5303789824",#0d0887,"3972780.334985145","463109.8807605624","3","128.5912139","35.8986123",,,POINT (463109.8807605624 3972780.334985145)
"23197","7580082327",#0d0887,"3972497.338559589","463074.3304247409","3","128.5908331","35.8960595",,,POINT (463074.3304247409 3972497.3385595893)
"23198","5303789833",#0d0887,"3972262.121537356","463111.0792780255","3","128.5912512","35.8939402",,,POINT (463111.0792780255 3972262.1215373557)
"23199","5303789834",#0d0887,"3972173.63089792","463148.7681520102","3","128.5916729","35.8931438",,,POINT (463148.7681520102 3972173.63089792)
"23200","7580082330",#0d0887,"3972260.6794479047","463039.5948727755","3","128.5904592","35.8939245",,,POINT (463039.5948727755 3972260.6794479047)
"23201","7580082335",#0d0887,"3972161.280681688","463112.89573761175","3","128.591276","35.8930311",,,POINT (463112.89573761175 3972161.2806816874)
"23202","5303789838",#0d0887,"3972114.839034259","463171.6089550462","1","128.5919287","35.8926146",,,POINT (463171.6089550462 3972114.839034259)
"23212","5305241458",#0d0887,"3965543.3540784097","464147.9677200482","3","128.6030424","35.8334028",,,POINT (464147.9677200482 3965543.3540784097)
"23213","6861948430",#0d0887,"3965533.378842063","464124.3630118897","3","128.6027815","35.833312",,,POINT (464124.3630118897 3965533.378842063)
"23214","5305241471",#0d0887,"3965627.4211944137","464113.8794364593","3","128.6026612","35.8341595",,,POINT (464113.8794364593 3965627.4211944137)
"23215","6861948421",#0d0887,"3965662.429941138","464203.1019783453","3","128.6036475","35.8344784",,,POINT (464203.1019783453 3965662.429941138)
"23216","6861948429",#0d0887,"3965619.5695864265","464091.7557257575","3","128.6024166","35.8340879",,,POINT (464091.75572575745 3965619.5695864265)
"23217","6861948427",#0d0887,"3965636.763358842","464137.6890703169","3","128.6029244","35.8342446",,,POINT (464137.6890703169 3965636.763358842)
"23218","6861948431",#0d0887,"3965611.551114303","464069.7667741185","3","128.6021735","35.8340148",,,POINT (464069.7667741185 3965611.551114303)
"24071","5527437603",#0d0887,"3971699.008901079","464284.9508385461","3","128.6042833","35.8889068",,,POINT (464284.9508385461 3971699.0089010787)
"24072","7966916989",#0d0887,"3971654.7088336","464263.17310327874","4","128.604044","35.8885066",crossing,,POINT (464263.17310327874 3971654.7088336004)
"24073","5624690080",#0d0887,"3971716.679828807","464267.9911078247","1","128.6040946","35.8890655",,,POINT (464267.99110782467 3971716.679828807)
"24074","5527437607",#0d0887,"3971618.1124498136","464166.088979171","3","128.60297","35.8881731",,,POINT (464166.088979171 3971618.1124498136)
"24075","5537488477",#0d0887,"3971719.341188635","464202.48518952006","4","128.6033687","35.8890871",,,POINT (464202.48518952006 3971719.341188635)
"24076","5586130585",#0d0887,"3971757.42278844","464217.8026446455","4","128.6035367","35.889431",crossing,,POINT (464217.8026446455 3971757.4227884402)
"24077","5550586990",#0d0887,"3971606.714734832","464137.7200381108","3","128.6026562","35.8880693",,,POINT (464137.7200381108 3971606.7147348314)
"24078","5527437608",#0d0887,"3971680.1532047135","464170.1046853296","3","128.6030117","35.8887326",,,POINT (464170.10468532954 3971680.1532047144)
"24079","9221188592",#0d0887,"3971599.865661964","464098.195704649","4","128.6022186","35.8880061",,,POINT (464098.195704649 3971599.8656619643)
"24085","5550560491",#0d0887,"3971676.7052118736","464331.2161420998","3","128.6047969","35.8887074",,,POINT (464331.2161420998 3971676.7052118736)
"24097","5527524153",#0d0887,"3971749.324607129","464226.34406834","3","128.6036317","35.8893583",,,POINT (464226.34406833997 3971749.324607129)
"24098","5527524154",#0d0887,"3971765.661654913","464207.39352171577","3","128.603421","35.8895049",,,POINT (464207.39352171577 3971765.6616549133)
"24099","5528099324",#0d0887,"3971763.962121613","464205.283675508","3","128.6033977","35.8894895",,,POINT (464205.283675508 3971763.962121613)
"24117","5537592327",#0d0887,"3971330.7838932658","464093.1111345325","3","128.6021744","35.8855799",,,POINT (464093.1111345325 3971330.7838932658)
"24134","5537488459",#0d0887,"3971439.0241486114","464227.3511777511","3","128.6036568","35.8865607",,,POINT (464227.3511777511 3971439.0241486114)
